web-scraper-order,web-scraper-start-url,Link,Link-href,Name,Types,About,Schedule,Duration,Address,Rating,ReviewsNo,ExcellentRating,VeryGoodRating,AverageRating,PoorRating,TerribleRating
"1701389746-1595","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2857. Casa Bordados Da Madeira","https://www.tripadvisor.com/Attraction_Review-g189158-d606560-Reviews-Casa_Bordados_Da_Madeira-Lisbon_Lisbon_District_Central_Portugal.html","Casa Bordados Da Madeira","[{""Types"":""Speciality & Gift Shops""}]","","9:30 AM - 7:30 PM","","Rua de Sao Paulo 85 87 Misericórdia, Lisbon 1200-427 Portugal","4.0","5 reviews","1","3","1","0","0"
"1701389754-1596","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2856. Alliance4drive","https://www.tripadvisor.com/Attraction_Review-g189158-d4005035-Reviews-Alliance4drive-Lisbon_Lisbon_District_Central_Portugal.html","Alliance4drive","[{""Types"":""Sightseeing Tours""}]","","","","Call","5.0","3 reviews","3","0","0","0","0"
"1701389761-1597","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2855. MoveGreat","https://www.tripadvisor.com/Attraction_Review-g189158-d23941360-Reviews-MoveGreat-Lisbon_Lisbon_District_Central_Portugal.html","MoveGreat","[{""Types"":""Multi-day Tours""},{""Types"":""Taxis & Shuttles""},{""Types"":""Private Tours""},{""Types"":""Day Trips""}]","","8:00 AM - 8:00 PM","","Call","5.0","1 review","1","0","0","0","0"
"1701389769-1598","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2854. SmartBus","https://www.tripadvisor.com/Attraction_Review-g189158-d13912839-Reviews-SmartBus-Lisbon_Lisbon_District_Central_Portugal.html","SmartBus","[{""Types"":""Taxis & Shuttles""}]","With a current fleet of approximately 50 vehicles of varying capacities and configurations, specialized and adapted to each of our service areas, SmartBus provides a wide range of offers within our sector. From School and Special Needs Transport to the more niche and diverse offers in Tourism, and Urban Transport, all the way to our Airport transfer, VIP, Tour and Luggage Transport services.","9:00 AM - 6:00 PM","","Visit website","5.0","1 review","1","0","0","0","0"
"1701389777-1599","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2853. SSTrip passeios turísticos e rotas especiais","https://www.tripadvisor.com/Attraction_Review-g189158-d20265672-Reviews-SSTrip_passeios_turisticos_e_rotas_especiais-Lisbon_Lisbon_District_Central_Port.html","SSTrip passeios turísticos e rotas especiais","[{""Types"":""Multi-day Tours""},{""Types"":""Taxis & Shuttles""},{""Types"":""Food Tours""},{""Types"":""Golf Courses""},{""Types"":""Wine Tours & Tastings""},{""Types"":""Day Trips""}]","","","","Call","5.0","1 review","1","0","0","0","0"
"1701389789-1600","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2852. Lisbon Tour Experience","https://www.tripadvisor.com/Attraction_Review-g189158-d23949783-Reviews-Lisbon_Tour_Experience-Lisbon_Lisbon_District_Central_Portugal.html","Lisbon Tour Experience","[{""Types"":""City Tours""},{""Types"":""Multi-day Tours""},{""Types"":""Cultural Tours""},{""Types"":""Historical & Heritage Tours""},{""Types"":""Private Tours""}]","","10:00 AM - 7:00 PM","","Call","5.0","1 review","1","0","0","0","0"
"1701389796-1601","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2851. Retrosaria Brilhante","https://www.tripadvisor.com/Attraction_Review-g189158-d11717343-Reviews-Retrosaria_Brilhante-Lisbon_Lisbon_District_Central_Portugal.html","Retrosaria Brilhante","[{""Types"":""Speciality & Gift Shops""}]","","","Duration: 1-2 hours","Rua da Conceição 79, Lisbon 1100-319 Portugal","5.0","2 reviews","2","0","0","0","0"
"1701389811-1602","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2820-Lisbon_District_Central_Portugal.html","2850. Lisbon Crooks and Surfers","https://www.tripadvisor.com/Attraction_Review-g189158-d3856236-Reviews-Lisbon_Crooks_and_Surfers-Lisbon_Lisbon_District_Central_Portugal.html","Lisbon Crooks and Surfers","[{""Types"":""Surfing & Windsurfing""}]","","4:00 PM - 8:00 PM","","Call","4.5","3 reviews","2","1","0","0","0"
"1701389819-1603","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2820-Lisbon_District_Central_Portugal.html","2849. JANS concept","https://www.tripadvisor.com/Attraction_Review-g189158-d7742408-Reviews-JANS_concept-Lisbon_Lisbon_District_Central_Portugal.html","JANS concept","[{""Types"":""Speciality & Gift Shops""}]","JANS concept is a brand founded and curated by Portuguese fashion designer Isilda Pelicano, dedicated to renew the traditions of northern Alentejo and promote design and contemporary craft in superbly crafted clothes, ceramics and cork objects, contemporary pieces - crafted in Portugal by artisans, invited artists and designers, the new artisans. An innovative lifestyle brand, that produces unique objects with a contemporary design inspired by ancestral knowledge preserving the memory and authenticity of local culture designed in new modern standards diffusing the essence of the brand: Passion for nature.","11:00 AM - 7:00 PM","","Rua da Rosa 212, Lisbon 1200-390 Portugal","4.5","3 reviews","1","2","0","0","0"
"1701389826-1604","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2820-Lisbon_District_Central_Portugal.html","2848. Bomercado","https://www.tripadvisor.com/Attraction_Review-g189158-d23887478-Reviews-Bomercado-Lisbon_Lisbon_District_Central_Portugal.html","Bomercado","[{""Types"":""Speciality & Gift Shops""}]","Bomercado is a organic store. Nowadays, health is what is most essential that we have. For this reason, taking care of our body, is also taking care of the food we put at our table. Fresh fruits, natural beverages, preservative-free products, artificial flavors, sugars, gluten-free or lactose-free foods for intolerant people, etc. are just a small example of everything you can find at Bomercado. This store, more than a business, intends to contribute to the health of all its consumers, with Organic and natural products, national and of other countries, always favoring the small producers. Do not wait! visit us and try for yourself a small sample of our organic products Thank you and welcome ! Bomercado","9:00 AM - 8:00 PM","","Rua dos Cavaleiros 10, Lisbon 1100-132 Portugal","5.0","1 review","1","0","0","0","0"
"1701389833-1605","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2820-Lisbon_District_Central_Portugal.html","2847. Palominas Atividades Equestres","https://www.tripadvisor.com/Attraction_Review-g189164-d8051804-Reviews-Palominas_Atividades_Equestres-Sintra_Sintra_Municipality_Lisbon_District_Central.html","Palominas Atividades Equestres","[{""Types"":""Equestrian Trails""},{""Types"":""Horseback Riding Tours""}]","","","Duration: More than 3 hours","Estrada de Sao Joao N226 A-do-Longo, Sintra 2705-411 Portugal","4.0","5 reviews","4","0","0","0","0"
"1701389841-1606","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2820-Lisbon_District_Central_Portugal.html","2846. Therapeutic Spa Clinic","https://www.tripadvisor.com/Attraction_Review-g189158-d21129981-Reviews-Therapeutic_Spa_Clinic-Lisbon_Lisbon_District_Central_Portugal.html","Therapeutic Spa Clinic","[{""Types"":""Private Tours""}]","","10:00 AM - 8:00 PM","","Call","5.0","1 review","1","0","0","0","0"
"1701389848-1607","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2820-Lisbon_District_Central_Portugal.html","2845. Tom Glow Jewellery & Luxury","https://www.tripadvisor.com/Attraction_Review-g189158-d3893909-Reviews-Tom_Glow_Jewellery_Luxury-Lisbon_Lisbon_District_Central_Portugal.html","Tom Glow Jewellery & Luxury","[{""Types"":""Speciality & Gift Shops""}]","Uma loja situada no coração de Lisboa, com um conceito inovador, onde o cliente pode encontrar desde uma jóia em ouro ou brilhantes, a um relógio, passando por um sapato ou uma mala!O lema deste espaço é dar primazia ao que é Nacional","10:00 AM - 7:30 PM","","Avenida Fontes Pereira de Melo 8 Next to SANA Hotel, Lisbon 1050-121 Portugal","4.5","4 reviews","2","2","0","0","0"
"1701389856-1608","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2820-Lisbon_District_Central_Portugal.html","2844. A Alma De Um Povo O Fado Statue","https://www.tripadvisor.com/Attraction_Review-g189158-d24121177-Reviews-A_Alma_De_Um_Povo_O_Fado_Statue-Lisbon_Lisbon_District_Central_Portugal.html","A Alma De Um Povo O Fado Statue","[{""Types"":""Monuments & Statues""}]","","12:00 AM - 11:59 PM","","Rua 1º de Dezembro 2B, Lisbon 1249-097 Portugal","4.0","2 reviews","1","0","1","0","0"
"1701389863-1609","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2820-Lisbon_District_Central_Portugal.html","2843. Guia em Lisboa - Olesya Rabetskaya","https://www.tripadvisor.com/Attraction_Review-g189158-d7689111-Reviews-Guia_em_Lisboa_Olesya_Rabetskaya-Lisbon_Lisbon_District_Central_Portugal.html","Guia em Lisboa - Olesya Rabetskaya","[{""Types"":""Cultural Tours""},{""Types"":""Walking Tours""},{""Types"":""Private Tours""},{""Types"":""Food Tours""}]","","","","Call","5.0","2 reviews","2","0","0","0","0"
"1701389870-1610","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2820-Lisbon_District_Central_Portugal.html","2842. Lisbon Explorer","https://www.tripadvisor.com/Attraction_Review-g189158-d23987298-Reviews-Lisbon_Explorer-Lisbon_Lisbon_District_Central_Portugal.html","Lisbon Explorer","[{""Types"":""City Tours""},{""Types"":""Historical & Heritage Tours""}]","","","","Visit website","5.0","1 review","1","0","0","0","0"
"1701389878-1611","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2820-Lisbon_District_Central_Portugal.html","2841. Bespoke Tours","https://www.tripadvisor.com/Attraction_Review-g189158-d12245657-Reviews-Bespoke_Tours-Lisbon_Lisbon_District_Central_Portugal.html","Bespoke Tours","[{""Types"":""Taxis & Shuttles""}]","We are a company that bets on a service of quality and proximity through a personalized service of excellency and where each client can see our programs as an extension of their will and curiosity to know and explore all the places they want. Our company has a set of predefined services and tours, but you can always choose to create yours and include everything you want to know in order to become a unique experience. To do this, just draw the route we will take care of the rest.","7:00 AM - 11:00 PM","Duration: More than 3 hours","","5.0","2 reviews","2","0","0","0","0"
"1701389885-1612","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2820-Lisbon_District_Central_Portugal.html","2840. Retro City Lisboa","https://www.tripadvisor.com/Attraction_Review-g189158-d10595142-Reviews-Retro_City_Lisboa-Lisbon_Lisbon_District_Central_Portugal.html","Retro City Lisboa","[{""Types"":""Speciality & Gift Shops""}]","","12:00 PM - 8:00 PM","","Rua Maria Andrade 43a Intendente, Lisbon 1170-215 Portugal","5.0","1 review","1","0","0","0","0"
"1701389892-1613","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2820-Lisbon_District_Central_Portugal.html","2839. Tabacaria - Souvenir","https://www.tripadvisor.com/Attraction_Review-g189158-d24121659-Reviews-Tabacaria_Souvenir-Lisbon_Lisbon_District_Central_Portugal.html","Tabacaria - Souvenir","[{""Types"":""Speciality & Gift Shops""}]","","9:00 AM - 10:00 PM","","Rua Santiago 4, Lisbon 1100-494 Portugal","5.0","1 review","1","0","0","0","0"
"1701389900-1614","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2820-Lisbon_District_Central_Portugal.html","2838. Artesanato","https://www.tripadvisor.com/Attraction_Review-g189158-d24121040-Reviews-Artesanato-Lisbon_Lisbon_District_Central_Portugal.html","Artesanato","[{""Types"":""Speciality & Gift Shops""}]","","8:00 AM - 8:00 PM","","R. Do Comércio 197, Lisbon 1100-062 Portugal","5.0","1 review","1","0","0","0","0"
"1701389907-1615","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2820-Lisbon_District_Central_Portugal.html","2837. Global Guide Services","https://www.tripadvisor.com/Attraction_Review-g189154-d21180198-Reviews-Global_Guide_Services-Cascais_Lisbon_District_Central_Portugal.html","Global Guide Services","[{""Types"":""Walking Tours""}]","","","","Call","5.0","1 review","1","0","0","0","0"
"1701389915-1616","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2820-Lisbon_District_Central_Portugal.html","2836. Ana Martins","https://www.tripadvisor.com/Attraction_Review-g189158-d23766789-Reviews-Ana_Martins-Lisbon_Lisbon_District_Central_Portugal.html","Ana Martins","[{""Types"":""Walking Tours""},{""Types"":""Private Tours""},{""Types"":""Food Tours""},{""Types"":""Day Trips""}]","","","","","5.0","1 review","1","0","0","0","0"
"1701389924-1617","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2820-Lisbon_District_Central_Portugal.html","2835. Insider Time","https://www.tripadvisor.com/Attraction_Review-g189158-d17489472-Reviews-Insider_Time-Lisbon_Lisbon_District_Central_Portugal.html","Insider Time","[{""Types"":""Multi-day Tours""},{""Types"":""Taxis & Shuttles""},{""Types"":""Private Tours""},{""Types"":""Day Trips""}]","","","","Call","5.0","1 review","1","0","0","0","0"
"1701389932-1618","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2820-Lisbon_District_Central_Portugal.html","2834. Rotina Airosa","https://www.tripadvisor.com/Attraction_Review-g189158-d24133596-Reviews-Rotina_Airosa-Lisbon_Lisbon_District_Central_Portugal.html","Rotina Airosa","[{""Types"":""Taxis & Shuttles""},{""Types"":""Private Tours""}]","","","","Call","5.0","1 review","1","0","0","0","0"
"1701389939-1619","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2820-Lisbon_District_Central_Portugal.html","2833. Rima Ceramics & Gifts","https://www.tripadvisor.com/Attraction_Review-g189158-d23630986-Reviews-Rima_Ceramics_Gifts-Lisbon_Lisbon_District_Central_Portugal.html","Rima Ceramics & Gifts","[{""Types"":""Speciality & Gift Shops""}]","Luis Santos","10:30 AM - 7:30 PM","","Rua da Madalena 38, Lisbon 1100-321 Portugal","5.0","1 review","1","0","0","0","0"
"1701389946-1620","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2820-Lisbon_District_Central_Portugal.html","2832. Academia de Equitação Nuno Velloso","https://www.tripadvisor.com/Attraction_Review-g189154-d12663374-Reviews-Academia_de_Equitacao_Nuno_Velloso-Cascais_Lisbon_District_Central_Portugal.html","Academia de Equitação Nuno Velloso","[{""Types"":""Horseback Riding Tours""}]","","","Meets animal welfare guidelines","Rua de Sao Rafael 715 Centro Hípico Quinta da Marinha Cascais, Cascais 2750-082 Portugal","5.0","2 reviews","2","0","0","0","0"
"1701389954-1621","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2820-Lisbon_District_Central_Portugal.html","2831. Ericeira Boulder","https://www.tripadvisor.com/Attraction_Review-g652084-d24026019-Reviews-Ericeira_Boulder-Ericeira_Mafra_Lisbon_District_Central_Portugal.html","Ericeira Boulder","[{""Types"":""Sports Camps & Clinics""},{""Types"":""Adrenaline & Extreme Tours""},{""Types"":""Climbing Tours""},{""Types"":""Gear Rentals""},{""Types"":""Day Trips""}]","","","","Call","5.0","1 review","1","0","0","0","0"
"1701389961-1622","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2820-Lisbon_District_Central_Portugal.html","2830. Chabad Lubavitch Of Portugal","https://www.tripadvisor.com/Attraction_Review-g189154-d23959481-Reviews-Chabad_Lubavitch_Of_Portugal-Cascais_Lisbon_District_Central_Portugal.html","Chabad Lubavitch Of Portugal","[{""Types"":""Religious Sites""}]","","","","Rua Aristides De Sousa Mendes 105, Cascais 2750-711 Portugal","5.0","1 review","1","0","0","0","0"
"1701389969-1623","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2820-Lisbon_District_Central_Portugal.html","2829. Ritual do Corpo","https://www.tripadvisor.com/Attraction_Review-g189158-d17416133-Reviews-Ritual_do_Corpo-Lisbon_Lisbon_District_Central_Portugal.html","Ritual do Corpo","[{""Types"":""Spas""}]","","9:00 AM - 7:00 PM","","Rua da Silva 13, Lisbon 1200-446 Portugal","5.0","1 review","1","0","0","0","0"
"1701389976-1624","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2820-Lisbon_District_Central_Portugal.html","2828. Kreativ World","https://www.tripadvisor.com/Attraction_Review-g189158-d12238354-Reviews-Kreativ_World-Lisbon_Lisbon_District_Central_Portugal.html","Kreativ World","[{""Types"":""Speciality & Gift Shops""}]","Walking into Kreativ is like making a journey to different countries throughout the world. We have decoration items, clothes, jewelry, crystals, stones and piercing. we have live music. With over 20 years experience.We've created a quiet, exotic and universal environment. Our customers and visitors comment on the good atmosphere, energy and customer service and quality and variety of our products.","","Duration: 1-2 hours","Calçada do Combro 46, Lisbon 1200-024 Portugal","4.5","2 reviews","1","1","0","0","0"
